id,status,sector,sector_merged,sector_grouped,activity,loan_amount,funded_amount,lender_count,borrower_count,use,description_length
3197294,fundraising,Services,Services,Business,Event Planning,1925,25,1,1,to buy decoration items to hire and earn more income than before.,12
3197206,funded,Agriculture,Agriculture,Agriculture,Farming,1100,1100,33,1,to buy fertilizers to improve the soil for farming and improve her harvests to sell.,15
3197245,fundraising,Agriculture,Agriculture,Agriculture,Farm Supplies,1100,50,2,1,to buy fertilizers and pesticides to improve soils for farming to obtain better harvests.,14
3197278,fundraising,Retail,Retail,Business,Retail,1100,25,1,1,to buy inventory to sell to generate revenue.,8
3197139,fundraising,Agriculture,Agriculture,Agriculture,Farming,1100,50,2,1,to buy seedlings and fertilizers to improve soils for farming and harvests to sell.,14
3197199,fundraising,Agriculture,Agriculture,Agriculture,Farming,825,250,8,1,to buy Npk fertilizers to improve soils for farming and better harvests for sell.,14
3197130,fundraising,Agriculture,Agriculture,Agriculture,Agriculture,1925,25,1,1,to buy agro inputs to gain better soils for farming and better harvests to sell.,15
3197105,funded,Agriculture,Agriculture,Agriculture,Farming,425,425,12,1,to buy manure to improve soils for farming and to obtain better harvests to sell.,15
3197093,fundraising,Food,Food,Personal,Food Production/Sales,2750,25,1,1,to buy more produce for her trading business.,8
3197081,fundraising,Retail,Retail,Business,Shoe Sales,2750,1695,50,1,to buy more shoes to sell and generate revenue.,9
3197075,funded,Health,Health,Personal,Medical Clinic,1375,1375,38,1,to buy more medical drugs and injections to serve customers better.,11
3196033,fundraising,Retail,Retail,Business,Electronics Sales,2750,100,1,1,to buy more electronics to sell and generate revenue.,9
3197071,fundraising,Retail,Retail,Business,General Store,1925,100,1,1,to purchase additional inventory for her store.,7
3197055,funded,Food,Food,Personal,Food,1100,1100,21,1,to buy more jerrycans of cooking oil to sell and generate revenue.,12
3195948,fundraising,Retail,Retail,Business,Hardware,2750,0,0,1,"to buy cement, plumbing equipment and timber to sell, generating revenue.",11
3195982,fundraising,Retail,Retail,Business,Hardware,825,0,0,1,to buy variety of paint to sell and generate more revenue.,11
3195913,fundraising,Retail,Retail,Business,Retail,550,75,2,1,to restock an assortment of merchandise to sell to generate revenue.,11
3195895,funded,Retail,Retail,Business,Spare Parts,550,550,20,1,to buy more spare parts to sell and generate revenue.,10
3195886,funded,Agriculture,Agriculture,Agriculture,Farming,1100,1100,21,1,to buy fertilizers and mulches to grow healthy coffee for sell to generate revenue.,14
3195704,fundraising,Clothing,Clothing,Personal,Clothing Sales,1375,125,2,1,to buy more fashionable clothes to sell and generate revenue.,10
3195694,funded,Agriculture,Agriculture,Agriculture,Farming,1650,1650,41,1,"to buy organic manure to improve the soil for farming, and pesticides to grow pest-free onions to sell.",18
3195716,fundraising,Agriculture,Agriculture,Agriculture,Farming,1100,25,1,1,to buy fertilizers and coffee seedlings to grow more coffee and generate revenue.,13
3195676,fundraising,Agriculture,Agriculture,Agriculture,Farming,2200,100,1,1,to buy manure to improve the soil for farming and banana suckers to grow more bananas to sell.,18
3195663,funded,Agriculture,Agriculture,Agriculture,Farm Supplies,825,825,26,1,to buy manure to improve soil for farming and improve harvests.,11
3195652,fundraising,Agriculture,Agriculture,Agriculture,Cattle,3300,0,0,1,to buy more cows for fattening and selling to generate revenue.,11
3195660,fundraising,Agriculture,Agriculture,Agriculture,Farm Supplies,2750,0,0,1,to buy fertilizers to improve soil for farming and better harvests.,11
3195641,fundraising,Agriculture,Agriculture,Agriculture,Livestock,1100,175,7,1,to buy more goats for fattening and selling to generate revenue.,11
3195092,fundraising,Agriculture,Agriculture,Agriculture,Farming,3850,355,12,1,to buy a coffee milling machine to sell processed coffee and earn better from the reinvestment.,16
3195096,fundraising,Agriculture,Agriculture,Agriculture,Farming,2750,250,7,1,to buy manure and mulches to improve soil nutrition and grow healthy coffee to sell.,15
3195097,fundraising,Agriculture,Agriculture,Agriculture,Farming,3575,50,2,1,to buy more land and fertilizers to grow healthy coffee to sell to generate revenue.,15
3195100,fundraising,Agriculture,Agriculture,Agriculture,Farming,1375,175,3,1,to buy pesticides and manure to grow healthy coffee to sell to generate revenue.,14
3198318,funded,Services,Services,Business,Tailoring,275,275,11,1,to buy more fabrics for making different dress designs for sale.,11
3195084,funded,Agriculture,Agriculture,Agriculture,Farming,1375,1375,13,1,to buy manure and mulch to improve soils for farming and make better harvests to sell.,16
3195088,funded,Agriculture,Agriculture,Agriculture,Farming,550,550,6,1,to buy mulch to improve the soil for farming and a better harvest.,13
3195043,fundraising,Agriculture,Agriculture,Agriculture,Farming,2750,50,2,1,to buy a coffee milling machine to sell processed coffee and earn more.,13
3195071,fundraising,Agriculture,Agriculture,Agriculture,Agriculture,4125,0,0,1,to buy a coffee milling machine to sell processed coffee and earn better from his business.,16
3194936,fundraising,Agriculture,Agriculture,Agriculture,Farm Supplies,2475,190,4,1,to buy pesticides to spray on her farm in order to get better harvests to sell.,16
3206229,funded,Food,Food,Personal,Fruits & Vegetables,150,150,5,1,to buy more banana harvests to sell and generate revenue.,10
3203105,funded,Retail,Retail,Business,Charcoal Sales,100,100,1,1,to purchase more charcoal for resale.,6
3198542,funded,Food,Food,Personal,Grocery Store,550,550,18,1,to buy more raw food for sale.,7
3198547,funded,Food,Food,Personal,Food Stall,375,375,12,1,to buy more raw food to sell and birds to rear.,11
3197142,funded,Food,Food,Personal,Milk Sales,425,425,15,1,to buy more milk and snacks for sale.,8
3197144,funded,Food,Food,Personal,Pub,425,425,14,1,to buy more local brew to sell.,7
3198545,funded,Food,Food,Personal,Pub,225,225,7,1,to buy more alcohol to sell.,6
3197135,funded,Retail,Retail,Business,General Store,700,700,26,1,to buy more general merchandise to sell.,7
3197140,fundraising,Agriculture,Agriculture,Agriculture,Pigs,700,125,3,1,to buy more piglets for rearing and to plant more coffee.,11
3197131,funded,Food,Food,Personal,Restaurant,425,425,15,1,to buy more food for cooking.,6
3197132,fundraising,Agriculture,Agriculture,Agriculture,Animal Sales,2200,800,18,1,to buy more animals for rearing.,6
3197120,funded,Clothing,Clothing,Personal,Clothing Sales,425,425,14,1,to buy more clothes and soft drinks to sell.,9
3197127,funded,Clothing,Clothing,Personal,Clothing Sales,550,550,17,1,to buy more clothes.,4
3197118,funded,Food,Food,Personal,Pub,425,425,12,1,to buy more alcohol to sell.,6
3197117,fundraising,Retail,Retail,Business,Spare Parts,1100,275,8,1,to buy more spare parts for sale.,7
3197111,funded,Services,Services,Business,Beauty Salon,500,500,14,1,to buy more hair styling products for her business.,9
3197115,funded,Retail,Retail,Business,Retail,225,225,9,1,"to buy more general merchandise for sale in her shop, which sells clothes and vegetables.",15
3197047,funded,Food,Food,Personal,Pub,275,275,11,1,to buy more alcohol for sale.,6
3197042,funded,Clothing,Clothing,Personal,Clothing Sales,425,425,11,1,to buy more clothes for sale.,6
3197044,funded,Retail,Retail,Business,General Store,550,550,16,1,to buy more general merchandise for sale.,7
3197041,funded,Clothing,Clothing,Personal,Clothing Sales,275,275,11,1,"to buy more clothes for sale,.",6
3195035,funded,Services,Services,Business,Beauty Salon,200,200,6,1,to buy more materials for making wigs and braids.,9
3193665,funded,Retail,Retail,Business,General Store,225,225,9,1,"to purchase sacks of sugar, rice, flour, boxes of water, bread, toothpaste to sell,.",14
3194426,fundraising,Retail,Retail,Business,Spare Parts,1100,550,17,1,to buy more motor spare parts to sell.,8
3193662,funded,Food,Food,Personal,Food Market,275,275,7,1,to purchase a bicycle to transport/deliver food for her clients from the market to their home.,16
3193664,funded,Food,Food,Personal,Fruits & Vegetables,275,275,8,1,"to purchase tomatoes, onions, eggplants, cabagges, mangoes, oranges, green paper.",10
3193658,funded,Retail,Retail,Business,General Store,325,325,13,1,"to purchase big quantities of flour, cooking oil, baking powder.",10
3193657,funded,Food,Food,Personal,Food Market,175,175,5,1,"to buy more matooke, cassava, yams, Irish potatoes, tomatoes, etc.",10
3193661,funded,Food,Food,Personal,Food Market,275,275,7,1,"to buy more matooke, cassava, yams, and Irish potatoes.",9
3193656,funded,Retail,Retail,Business,General Store,325,325,11,1,"to purchase a sack of sugar, rice, flour, boxes of water, bread, toothpaste to sell,.",15
3193655,funded,Retail,Retail,Business,Retail,550,550,15,1,"to purchase sacks of sugar, rice, flour, boxes of water, bread, and toothpaste to sell.",15
3193450,funded,Manufacturing,Other,Personal,Furniture Making,275,275,9,1,to buy timber and tree logs for making the furniture.,10
3193449,funded,Education,Other,Personal,Education provider,950,950,15,1,to build more classrooms and expand with a primary section.,10
3193445,funded,Food,Food,Personal,Beverages,275,275,9,1,to restock refreshments for her business.,6
3193448,funded,Food,Food,Personal,Beverages,825,825,22,1,to restock more soft drinks for the business.,8
3193442,funded,Services,Services,Business,Beauty Salon,325,325,11,1,"buy braids, dryers, shampoo, and relaxers.",6
3193441,funded,Food,Food,Personal,Pub,425,425,14,1,"to stock more drinks, liquor, beers, and sodas.",8
3193436,funded,Food,Food,Personal,Liquor Store / Off-License,275,275,9,1,"to restock more drinks, liquor, beers, and sodas.",8
3193433,funded,Food,Food,Personal,Fruits & Vegetables,275,275,8,1,to purchase more produce for her business.,7
3193434,funded,Food,Food,Personal,Food Stall,550,550,13,1,purchase more charcoal and raw food for the business.,9
3193423,fundraising,Retail,Retail,Business,General Store,1375,300,8,1,to stock more items for her retail shop.,8
3192780,funded,Food,Food,Personal,Food Market,725,725,10,1,to buy more produce for the business.,7
3192608,funded,Food,Food,Personal,Catering,275,275,10,1,to buy warmers for her catering business.,7
3192607,funded,Food,Food,Personal,Fishing,550,550,16,1,to purchase more nets and packing material for smoked fish.,10
3190966,funded,Services,Services,Business,Laundry,675,675,20,1,to buy a new washing machine to make washing faster.,10
3192515,funded,Food,Food,Personal,Food Market,550,550,11,1,"to buy more matooke [plantain], cassava, yams, Irish potatoes, tomatoes, and avocado.",12
3192606,funded,Services,Services,Business,Services,550,550,5,1,to purchase more washing machines for her washing bay.,9
3190964,funded,Clothing,Clothing,Personal,Clothing Sales,550,550,16,1,to purchase more clothes to sell.,6
3193652,funded,Food,Food,Personal,Food Stall,150,150,5,1,to purchase big quantities of raw matooke and sweet potatoes to sell.,12
3190962,funded,Agriculture,Agriculture,Agriculture,Farming,800,800,28,1,to Buy coffee and maize seeds for large scale farming.,10
3190963,funded,Food,Food,Personal,Restaurant,425,425,15,1,"to purchase food items, plates, spoons, chairs, and saucepans.",9
3190958,funded,Clothing,Clothing,Personal,Clothing Sales,275,275,10,1,to purchase more clothes for selling.,6
3190955,funded,Clothing,Clothing,Personal,Clothing Sales,275,275,9,1,to purchase more clothes and shoes to sell.,8
3190953,funded,Agriculture,Agriculture,Agriculture,Farming,375,375,12,1,to purchase fertilizers and seedlings to plant.,7
3190952,funded,Construction,Construction,Personal,Quarrying,275,275,8,1,"to buy more quarry stones to sell, as well as excavation equipment.",12
3190944,funded,Agriculture,Agriculture,Agriculture,Farm Supplies,675,675,20,1,to purchase fertilizers and buy more seedlings for planting.,9
3190946,funded,Food,Food,Personal,Food Market,275,275,8,1,"to buy more matooke, cassava, yams, Irish potatoes, tomatoes and avocado.",11
3190943,funded,Services,Services,Business,Beauty Salon,750,750,29,1,"to buy salon items like hair shampoo, a hair dryer, weaves and braids.",13
3190942,funded,Clothing,Clothing,Personal,Clothing Sales,275,275,11,1,to purchase more clothes for selling both ladies' and men's wear.,11
3190941,funded,Food,Food,Personal,Restaurant,550,550,20,1,to buy more food stuffs and cooking materials.,8
3190841,funded,Retail,Retail,Business,Shoe Sales,550,550,18,1,"to purchase secondhand shoes,.",4
3190820,fundraising,Agriculture,Agriculture,Agriculture,Farming,1075,375,12,1,to buy crop seeds and stock her bar.,8
3190819,funded,Retail,Retail,Business,Charcoal Sales,350,350,12,1,"to purchase more firewood and charcoal,.",6
3190817,funded,Retail,Retail,Business,Retail,225,225,8,1,to buy more foodstuffs and charcoal to sell.,8
3190814,funded,Services,Services,Business,Laundry,275,275,7,1,to buy a washing machine.,5
3190816,funded,Food,Food,Personal,Food Stall,275,275,9,1,to purchase more fresh food items.,6
3190813,funded,Food,Food,Personal,Food Market,225,225,7,1,to purchase fruits and food stuffs for his business.,9
3190809,funded,Food,Food,Personal,Grocery Store,800,800,19,1,to buy more stuff for the shop and feeds/medicines for poultry.,11
3190806,funded,Food,Food,Personal,Grocery Store,325,325,10,1,"to buy more matooke, cassava, yams, Irish potatoes, tomatoes, and avocado.",11
3190807,funded,Retail,Retail,Business,Retail,400,400,6,1,to purchase retail shop goods.,5
3190805,funded,Food,Food,Personal,Catering,175,175,5,1,to purchase flour and cooking oil in bulk.,8
3190802,funded,Food,Food,Personal,Pub,225,225,6,1,"to purchase more beer, wine, and spirits.",7
3190801,funded,Food,Food,Personal,Fruits & Vegetables,225,225,6,1,to purchase more vegetables directly from farmers.,7
3190469,funded,Food,Food,Personal,Food,225,225,7,1,"to purchase more gonja (plantain) for her business,.",8
3190467,fundraising,Retail,Retail,Business,Retail,950,325,9,1,"to buy more sugar, rice, beans, and salt.",8
3190468,funded,Food,Food,Personal,Pub,675,675,24,1,to purchase more beers and soft drinks and hire labor for brick making.,13
3190453,funded,Retail,Retail,Business,General Store,550,550,15,1,to buy more inventory for her shop.,7
3190451,funded,Agriculture,Agriculture,Agriculture,Livestock,675,675,17,1,to buy more feeds and medicine for livestock and materials for renovating her rentals.,14
3190449,funded,Food,Food,Personal,Food Stall,400,400,14,1,"to purchase more food stuffs like matooke, Irish potatoes and pumpkins for her business.",14
3190448,funded,Agriculture,Agriculture,Agriculture,Livestock,400,400,9,1,to buy fertilizers and feeds plus hiring farm labor.,9
3190348,fundraising,Services,Services,Business,Beauty Salon,1075,275,8,1,"to buy essential equipment for the salon, like styling chairs and shampoo.",12
3190447,funded,Retail,Retail,Business,Retail,500,500,16,1,"to buy more retail stuffs like rice, flour, sugar, and soap for her business.",14
3190345,funded,Food,Food,Personal,Fruits & Vegetables,200,200,4,1,"to purchase more bananas (including Matooke, commonly known as plantains).",10
3190343,funded,Food,Food,Personal,Grocery Store,225,225,5,1,"to purchase more bananas (including Matooke, commonly known as plantains, a staple).",12
3190344,funded,Food,Food,Personal,Grocery Store,225,225,6,1,"to purchase more bananas (including Matooke, commonly known as plantains, a staple).",12
3190336,funded,Retail,Retail,Business,Retail,200,200,6,1,"to purchase household supplies for resale, like rice, pasta, snacks, cooking oils and salad dressing.",15
3190335,fundraising,Food,Food,Personal,Food Stall,1350,425,12,1,"to purchase more household supplies, like rice.",7
3190303,funded,Retail,Retail,Business,Charcoal Sales,275,275,8,1,to buy more charcoal and firewood to sell.,8
3190301,fundraising,Food,Food,Personal,Pub,800,450,10,1,"to buy more liquor, as well as non-alcoholic options like soft drinks and water.",14
3190300,funded,Food,Food,Personal,Food,325,325,8,1,"to buy more coffee, beans, rice, maize flour and cassava flour to sell.",13
3189566,funded,Food,Food,Personal,Beverages,400,400,10,1,"to buy more sodas, water, and energy drinks for selling.",10
3189562,funded,Construction,Construction,Personal,Timber Sales,1200,1200,35,1,to buy seedlings and fertilizers for the trees.,8
3189553,funded,Retail,Retail,Business,Retail,425,425,12,1,to buy more cloths and more plastics.,7
3189556,funded,Retail,Retail,Business,Retail,400,400,9,1,"to purchase more sugar, rice, flour, sodas, and soap for the shop.",12
3189550,funded,Services,Services,Business,Beauty Salon,275,275,10,1,"to buy salon items like hair shampoo, hair dryer, weaves and braids.",12
3189545,funded,Services,Services,Business,Beauty Salon,1000,1000,18,1,"to buy salon items like hair shampoo, hair dryer, and weaves.",11
3189546,funded,Construction,Construction,Personal,Quarrying,275,275,7,1,to buy more stones to sell and machines for quarrying.,10
3189476,fundraising,Retail,Retail,Business,Shoe Sales,1350,200,4,1,"to provide additional capital for the purchase of more shoes for the business,.",13
3189460,funded,Food,Food,Personal,Grocery Store,400,400,9,1,to purchase more charcoal and raw food stuffs.,8
3189462,funded,Agriculture,Agriculture,Agriculture,Poultry,800,800,23,1,"to Additional capital for the purchase more chicken feeds and baking ingredients,.",12
3189459,fundraising,Food,Food,Personal,Restaurant,1075,500,12,1,"to Additional capital for the purchase more saucepans and stoves,.",10
3189446,funded,Services,Services,Business,Tailoring,500,500,14,1,to purchase rolls of cloth for making bridal gowns.,9
3189458,funded,Food,Food,Personal,Food Stall,400,400,12,1,"to Buy more food stuffs( onions,tomatoes and banana plantain),.",9
3187849,funded,Food,Food,Personal,Liquor Store / Off-License,550,550,16,1,to buy local brew and liquor to sell.,8
3210949,funded,Food,Food,Personal,Grocery Store,175,175,7,1,to purchase more household supplies like rice for her shop.,10
3210945,funded,Food,Food,Personal,Grocery Store,150,150,3,1,"to purchase more bananas (including Matooke commonly known as plantain, a staple),.",12
3210947,funded,Retail,Retail,Business,Retail,425,425,16,1,o purchase more household supplies like rice.,7
3210937,funded,Agriculture,Agriculture,Agriculture,Poultry,175,175,4,1,"to purchase essential items like chicks, feed, housing, feeders, and waterers.",11
3210700,fundraising,Agriculture,Agriculture,Agriculture,Livestock,3525,475,17,1,to buy more stock for his business.,7
3210634,fundraising,Food,Food,Personal,Restaurant,4075,395,15,1,"to purchase saucepans, plates, cups, chairs, and food supplies.",9
3210292,funded,Clothing,Clothing,Personal,Clothing Sales,1100,1100,36,1,buy more clothes to sell.,5
3210256,funded,Food,Food,Personal,Food Market,1100,1100,25,1,to buy more stock for her business.,7
3210228,funded,Services,Services,Business,Mobile Transactions,825,825,12,1,"to buy ""float"" for her digital money business.",8
3209974,funded,Retail,Retail,Business,Cosmetics Sales,1375,1375,35,1,to buy more stock for her business.,7
3209616,funded,Food,Food,Personal,Restaurant,1100,1100,34,1,"to buy matoke (green plantains), posho (maize flour), etc.",9
3209615,funded,Services,Services,Business,Beauty Salon,700,700,18,1,"to buy essential equipment for the salon like styling chairs, shampoo stations, hairdryers, etc.",14
3209598,funded,Agriculture,Agriculture,Agriculture,Poultry,550,550,16,1,"to purchase essential items like chicks, feed, housing, feeders, waterers, etc.",11
3209593,funded,Food,Food,Personal,Restaurant,200,200,7,1,"to buy matoke (green plantains), posho (maize flour).",8
3209591,funded,Food,Food,Personal,Catering,550,550,13,1,to buy more bags of Irish potatoes to fry chicken and chips to sell.,14
3209556,funded,Food,Food,Personal,Restaurant,850,850,18,1,"to buy matoke (green plantains), posho (maize flour), rice, beans, meat, peanut butter, onions, tomatoes, and spices.",17
3209553,funded,Food,Food,Personal,Food,550,550,17,1,"to buy household supplies such as rice, pasta, snacks, cooking oils, salad dressings, and sauces.",15
3209535,funded,Food,Food,Personal,Restaurant,825,825,25,1,"to buy matooke (green plantains), posho (maize flour), rice, beans, meat, peanut butter, onions, tomatoes, and spices.",17
3209544,funded,Construction,Construction,Personal,Bricks,550,550,19,1,to buy more materials for making bricks.,7
3198311,funded,Retail,Retail,Business,General Store,275,275,11,1,to buy assorted merchandise to restock her shop.,8
3207716,funded,Services,Services,Business,Sewing,550,550,19,1,to buy more stock for her business.,7
3207709,funded,Retail,Retail,Business,Jewelry,4075,4075,388,1,to buy more stock for his business.,7
3208777,funded,Food,Food,Personal,Food,2175,2175,166,1,"to purchase more household supplies such as rice, pasta, snacks, and cooking oils.",13
3208776,funded,Retail,Retail,Business,General Store,550,550,10,1,"to purchase for more household supplies like rice, pasta, snacks, cooking oils.",12
3208773,funded,Food,Food,Personal,Grocery Store,1100,1100,9,1,"to purchase more bananas, including Matooke commonly known as plantain.",10
3208737,funded,Retail,Retail,Business,Retail,200,200,7,1,buy general merchandise for selling.,5
3208748,funded,Food,Food,Personal,Food Production/Sales,175,175,7,1,to buy wheat flour.,4
3208745,funded,Food,Food,Personal,Fruits & Vegetables,400,400,11,1,"buy matooke, Irish potatoes and cassava for selling.",8
3208741,funded,Clothing,Clothing,Personal,Clothing Sales,275,275,10,1,buy more clothes for selling.,5
3208739,funded,Food,Food,Personal,Fish Selling,200,200,7,1,buy fish for selling.,4
3208735,funded,Retail,Retail,Business,Retail,275,275,7,1,to buy fabric for making clothes.,6
3208710,funded,Food,Food,Personal,Restaurant,275,275,7,1,"to buy posho, rice and matooke for cooking.",8
3208706,funded,Food,Food,Personal,Food Production/Sales,225,225,8,1,to buy more gonja for roasting.,6
3208703,funded,Clothing,Clothing,Personal,Clothing Sales,225,225,8,1,buy more clothes to resell.,5
3208399,funded,Services,Services,Business,Hotel,4075,4075,460,1,to buy more linens for his business.,7
3207821,funded,Retail,Retail,Business,Retail,350,350,11,1,"buy more rice, sugar, flour and soft drinks to sell.",10
3207831,funded,Food,Food,Personal,Pub,550,550,13,1,buy more alcohol / liquor for sale.,7
3207822,funded,Services,Services,Business,Mobile Transactions,350,350,11,1,buy more float for mobile money transactions.,7
3207820,funded,Food,Food,Personal,Restaurant,1100,1100,74,1,to buy more food for cooking.,6
3207816,funded,Food,Food,Personal,Food Stall,275,275,9,1,to buy more food to sell.,6
3207726,funded,Services,Services,Business,Sewing,375,375,12,1,to buy more stock for her business.,7
3207105,funded,Retail,Retail,Business,Electrical Goods,425,425,10,1,to buy more electrical goods to sell.,7
3207101,funded,Food,Food,Personal,Food Production/Sales,150,150,6,1,to buy more ingredients to fry chicken and chips to sell.,11
3207138,funded,Retail,Retail,Business,General Store,150,150,4,1,"to purchase for more grocery supplies such as rice, pasta, snacks, cooking oils, and salad dressings.",16
3207126,funded,Retail,Retail,Business,Charcoal Sales,150,150,1,1,to purchase for more charcoal to sell.,7
3207125,funded,Clothing,Clothing,Personal,Clothing Sales,225,225,7,1,"to purchase more fashionable dresses, tops and bottoms to sell.",10
3206943,funded,Services,Services,Business,Mobile Transactions,825,825,23,1,"to buy mobile money float and school shoes, flat shoes, and baby shoes.",13
3206941,funded,Agriculture,Agriculture,Agriculture,Poultry,275,275,10,1,to purchase poultry feeds for chicks and hens.,8
3206935,funded,Retail,Retail,Business,Charcoal Sales,550,550,19,1,to purchase sacks of charcoal and chips to sell.,9
3206905,funded,Retail,Retail,Business,Retail,4075,4075,511,1,to buy more stock for his business.,7
3205612,funded,Food,Food,Personal,Grocery Store,825,825,108,1,to purchase more bananas (including matooke).,6
3205082,funded,Retail,Retail,Business,General Store,550,550,15,1,to restock his shop with fast-moving goods.,7
3204539,funded,Services,Services,Business,Tailoring,1375,1375,49,1,buy more fabric for making clothes.,6
3204470,funded,Entertainment,Other,Personal,Entertainment,550,550,15,1,to buy a big screen for his cinema hall.,9
3203662,funded,Food,Food,Personal,Restaurant,825,825,77,1,"to buy matoke (green plantains), posho (maize flour), rice, beans and meat for her restaurant.",15
3206262,funded,Food,Food,Personal,Liquor Store / Off-License,700,700,84,1,to buy more local brew and beer for selling.,9
3206255,funded,Food,Food,Personal,Food Market,275,275,10,1,"buy matooke, cassava and Irish potatoes for selling.",8
3206245,funded,Food,Food,Personal,Liquor Store / Off-License,200,200,7,1,add more local brew and beer for selling.,8
3206242,funded,Food,Food,Personal,Restaurant,225,225,3,1,buy rice and matooke for selling.,6
3206238,funded,Clothing,Clothing,Personal,Clothing Sales,775,775,93,1,buy more clothes  for selling.,5
3203094,funded,Food,Food,Personal,Grocery Store,275,275,9,1,"to purchase more bananas, sweet potatoes, and vegetables for her grocery store.",12
3206236,funded,Retail,Retail,Business,Phone Accessories,300,300,9,1,"buy more phones and accessories like chargers, ear phones and batteries to sell.",13
3206231,funded,Retail,Retail,Business,Shoe Sales,550,550,16,1,buy more shoes for selling.,5
3206234,funded,Agriculture,Agriculture,Agriculture,Poultry,275,275,6,1,buy chickens and chicken feed.,5
3206227,funded,Food,Food,Personal,Food Market,275,275,3,1,"buy matooke, cassava and Irish potatoes for selling.",8
3206228,funded,Food,Food,Personal,Food Stall,200,200,7,1,buy charcoal and matooke for selling.,6
3206224,funded,Clothing,Clothing,Personal,Clothing Sales,450,450,10,1,buy dresses and shirts for selling.,6
3206222,funded,Retail,Retail,Business,Shoe Sales,200,200,8,1,buy more shoes for selling.,5
3206211,funded,Clothing,Clothing,Personal,Clothing Sales,375,375,14,1,"to purchase more fashionable dresses, tops and bottoms.",8
3206210,funded,Agriculture,Agriculture,Agriculture,Poultry,175,175,3,1,"to purchase essential items like chicks, feed, housing, feeders, waterers.",10
3206203,funded,Food,Food,Personal,Liquor Store / Off-License,550,550,20,1,"to buy more  liquor, as  well as non-alcoholic options like soft drinks.",12
3206032,funded,Retail,Retail,Business,Shoe Sales,4075,4075,284,1,to purchase more shoes.,4
3206011,funded,Agriculture,Agriculture,Agriculture,Agriculture,700,700,10,1,to restock with sufficient maize.,5
3206003,funded,Food,Food,Personal,Food,4100,4100,119,1,to buy more stock for her business.,7
3205984,funded,Food,Food,Personal,Restaurant,1375,1375,35,1,to buy more stock for her business.,7
3202371,funded,Services,Services,Business,Beauty Salon,305,305,11,1,to purchase a variety of versline brands for the business.,10
3202370,funded,Clothing,Clothing,Personal,Clothing Sales,550,550,13,1,purchase more cloth rolls and threads for the business.,9
3202262,funded,Food,Food,Personal,Food Production/Sales,175,175,7,1,buy more cassava and cooking oil for her business.,9
3194409,funded,Agriculture,Agriculture,Agriculture,Farming,275,275,8,1,to purchase fertilizers and pesticides.,5
3204588,funded,Retail,Retail,Business,Retail,275,275,8,1,to buy more food items for her business.,8
3205587,funded,Clothing,Clothing,Personal,Clothing,1100,1100,119,1,to buy more clothes to sell.,6
3205585,funded,Agriculture,Agriculture,Agriculture,Poultry,550,550,16,1,buy poultry feed and drinkers for her farm.,8
3205588,funded,Retail,Retail,Business,Retail,100,100,2,1,"buy sugar, rice, soap and cooking oil to sell.",9
3205609,funded,Food,Food,Personal,Grocery Store,225,225,2,1,to purchase more bananas (including matooke).,6
3205546,funded,Services,Services,Business,Beauty Salon,1100,1100,150,1,buy consumable items and hair chemicals for styling.,8
3205582,funded,Retail,Retail,Business,Charcoal Sales,175,175,6,1,buy more sacks of charcoal and raw matooke to sell.,10
3205607,funded,Retail,Retail,Business,Retail,425,425,4,1,"to purchase for more household supplies like rice, pasta, snacks, cooking oils and salad dressings,.",15
3205575,funded,Clothing,Clothing,Personal,Clothing Sales,500,500,14,1,buy more clothes for selling.,5
3205572,funded,Agriculture,Agriculture,Agriculture,Farming,275,275,7,1,to buy a banana plantation.,5
3205580,funded,Food,Food,Personal,Beverages,225,225,6,1,to buy more crates of soda and cartons of water.,10
3205568,funded,Retail,Retail,Business,Home Products Sales,550,550,15,1,to buy more kitchenware items to sell.,7
3205565,funded,Retail,Retail,Business,General Store,550,550,15,1,"buy sugar, rice, soap and cooking oil.",7
3205556,funded,Food,Food,Personal,Fishing,425,425,3,1,buy fishing nets.,3
3205563,funded,Food,Food,Personal,Beverages,550,550,14,1,buy more cartons of water and soda.,7
3205548,funded,Food,Food,Personal,Fish Selling,425,425,15,1,buy more bags of silver fish.,6
3205552,funded,Agriculture,Agriculture,Agriculture,Poultry,425,425,12,1,buy poultry feed and drinkers.,5
3205542,funded,Agriculture,Agriculture,Agriculture,Poultry,975,975,12,1,buy poultry feeds and drinkers.,5
3205539,funded,Clothing,Clothing,Personal,Clothing Sales,550,550,3,1,buy more clothes for selling.,5
3205536,funded,Food,Food,Personal,Grocery Store,350,350,3,1,to buy seedlings for planting.,5
3205534,funded,Retail,Retail,Business,General Store,550,550,14,1,"to buy sugar, rice, soap, and cooking oil to sell.",10
3205537,funded,Retail,Retail,Business,Office Supplies,275,275,10,1,buy more stationary items to sell at her shop.,9
3203984,funded,Food,Food,Personal,Restaurant,425,425,13,1,"to buy matoke (green plantains), posho (maize flour), rice, beans, meat, peanut butter for her restaurant.",16
3205341,funded,Retail,Retail,Business,Retail,1100,1100,135,1,to buy more stock for his furniture business.,8
3205322,funded,Water,Other,Personal,Community Water Distribution,19950,19950,861,1,to purchase a delivery truck.,5
3204004,funded,Retail,Retail,Business,Fuel/Firewood,425,425,14,1,to purchase more firewood for sale.,6
3204003,funded,Retail,Retail,Business,Fuel/Firewood,425,425,12,1,to buy more fuel for sale.,6
